Name,MP ,GS ,A ,CS ,GC ,OG ,PS ,PM ,YC ,RC ,S ,B ,ESP ,BPS ,TP ,Team,Score,Opponent,H/A,GW,Pos,Difficulty rank,Difficulty desc,PID,B (PPI),B +/-,Own%
Mignolet,90,0,0,0,2,0,0,0,0,0,3,0,15,2,2,LIV,3 - 2,NOR,Away,35,GKP,7,Favourable,192,0,,29.6%
Johnson,90,0,0,0,2,0,0,0,0,0,0,0,14,4,1,LIV,3 - 2,NOR,Away,35,DEF,7,Favourable,194,0,,4.1%
Skrtel,90,0,0,0,2,0,0,0,1,0,0,0,21,5,0,LIV,3 - 2,NOR,Away,35,DEF,7,Favourable,195,0,,8.1%
Agger,10,0,0,0,0,0,0,0,0,0,0,0,1,1,1,LIV,3 - 2,NOR,Away,35,DEF,7,Favourable,196,0,,3.8%
Flanagan,90,0,0,0,2,0,0,0,1,0,0,0,17,4,0,LIV,3 - 2,NOR,Away,35,DEF,7,Favourable,556,0,,2.0%
Sakho,90,0,0,0,2,0,0,0,0,0,0,0,9,6,1,LIV,3 - 2,NOR,Away,35,DEF,7,Favourable,571,0,,0.4%
Moses,15,0,0,0,1,0,0,0,0,0,0,0,3,0,1,LIV,3 - 2,NOR,Away,35,MID,7,Favourable,95,0,,0.8%
Gerrard,90,0,0,0,2,0,0,0,0,0,0,0,19,5,2,LIV,3 - 2,NOR,Away,35,MID,7,Favourable,203,0,,20.2%
Lucas,90,0,0,0,2,0,0,0,0,0,0,0,26,1,2,LIV,3 - 2,NOR,Away,35,MID,7,Favourable,204,0,,2.2%
Sterling,90,2,1,0,2,0,0,0,0,0,0,3,60,17,18,LIV,3 - 2,NOR,Away,35,MID,7,Favourable,206,3,0,14.4%
Allen,80,0,0,0,2,0,0,0,0,0,0,0,26,7,2,LIV,3 - 2,NOR,Away,35,MID,7,Favourable,207,0,,0.2%
Coutinho,75,0,1,0,1,0,0,0,0,0,0,0,17,7,5,LIV,3 - 2,NOR,Away,35,MID,7,Favourable,209,0,,4.8%
Suárez,90,1,0,0,2,0,0,0,0,0,0,2,36,12,8,LIV,3 - 2,NOR,Away,35,FWD,7,Favourable,214,1,1,52.3%
Howard,90,0,0,1,0,0,0,0,0,0,3,1,16,8,8,EVE,2 - 0,MUN,Home,35,GKP,22,Difficult,121,0,1,8.9%
Baines,90,1,0,1,0,0,0,0,0,0,0,3,34,14,15,EVE,2 - 0,MUN,Home,35,DEF,22,Difficult,127,2,1,16.3%
Distin,45,0,0,0,0,0,0,0,0,0,0,0,7,3,1,EVE,2 - 0,MUN,Home,35,DEF,22,Difficult,128,0,,7.2%
Coleman,90,0,1,1,0,0,0,0,0,0,0,2,24,13,11,EVE,2 - 0,MUN,Home,35,DEF,22,Difficult,130,0,2,40.2%
Alcaraz,45,0,0,0,0,0,0,0,0,0,0,0,14,2,1,EVE,2 - 0,MUN,Home,35,DEF,22,Difficult,131,0,,0.1%
Stones,90,0,0,1,0,0,0,0,0,0,0,0,19,7,6,EVE,2 - 0,MUN,Home,35,DEF,22,Difficult,524,0,,1.7%
Osman,21,0,0,0,0,0,0,0,0,0,0,0,4,1,1,EVE,2 - 0,MUN,Home,35,MID,22,Difficult,132,0,,1.7%
Barkley,69,0,0,1,0,0,0,0,1,0,0,0,2,1,2,EVE,2 - 0,MUN,Home,35,MID,22,Difficult,135,0,,20.5%
Mirallas,90,1,0,1,0,0,0,0,0,0,0,1,38,8,9,EVE,2 - 0,MUN,Home,35,MID,22,Difficult,138,3,-2,12.6%
Barry,90,0,0,1,0,0,0,0,0,0,0,0,16,5,3,EVE,2 - 0,MUN,Home,35,MID,22,Difficult,233,0,,1.2%
McCarthy,90,0,0,1,0,0,0,0,1,0,0,0,18,3,2,EVE,2 - 0,MUN,Home,35,MID,22,Difficult,577,0,,0.4%
McGeady,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,EVE,2 - 0,MUN,Home,35,MID,22,Difficult,625,0,,0.1%
Lukaku,90,0,1,1,0,0,0,0,0,0,0,0,26,6,5,EVE,2 - 0,MUN,Home,35,FWD,22,Difficult,101,1,-1,25.0%
Naismith,90,0,0,1,0,0,0,0,0,0,0,0,13,3,2,EVE,2 - 0,MUN,Home,35,FWD,22,Difficult,143,0,,2.6%
Harper,90,0,0,0,3,0,0,0,0,0,3,0,6,4,2,HUL,0 - 3,ARS,Home,35,GKP,27,Very difficult,506,0,,7.5%
Rosenior,90,0,0,0,3,0,0,0,0,0,0,0,9,3,1,HUL,0 - 3,ARS,Home,35,DEF,27,Very difficult,171,0,,4.0%
Chester,90,0,0,0,3,0,0,0,0,0,0,0,-1,5,1,HUL,0 - 3,ARS,Home,35,DEF,27,Very difficult,172,0,,4.6%
Davies,90,0,0,0,3,0,0,0,0,0,0,0,3,5,1,HUL,0 - 3,ARS,Home,35,DEF,27,Very difficult,179,0,,4.7%
Koren,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,HUL,0 - 3,ARS,Home,35,MID,27,Very difficult,181,0,,0.1%
Quinn,21,0,0,0,0,0,0,0,0,0,0,0,1,1,1,HUL,0 - 3,ARS,Home,35,MID,27,Very difficult,182,0,,0.0%
Meyler,90,0,0,0,3,0,0,0,1,0,0,0,4,4,1,HUL,0 - 3,ARS,Home,35,MID,27,Very difficult,184,0,,0.3%
Elmohamady,90,0,0,0,3,0,0,0,0,0,0,0,11,6,2,HUL,0 - 3,ARS,Home,35,MID,27,Very difficult,185,0,,0.7%
Boyd,83,0,0,0,3,0,0,0,0,0,0,0,0,1,2,HUL,0 - 3,ARS,Home,35,MID,27,Very difficult,186,0,,0.1%
Huddlestone,90,0,0,0,3,0,0,0,0,0,0,0,12,3,2,HUL,0 - 3,ARS,Home,35,MID,27,Very difficult,436,0,,4.1%
Livermore,90,0,0,0,3,0,0,0,0,0,0,0,2,4,2,HUL,0 - 3,ARS,Home,35,MID,27,Very difficult,437,0,,3.9%
Jelavic,69,0,0,0,3,0,0,0,0,0,0,0,16,1,2,HUL,0 - 3,ARS,Home,35,FWD,27,Very difficult,142,0,,1.3%
Fryatt,45,0,0,0,1,0,0,0,0,0,0,0,5,0,1,HUL,0 - 3,ARS,Home,35,FWD,27,Very difficult,189,0,,0.4%
Long,45,0,0,0,2,0,0,0,0,0,0,0,-4,-1,1,HUL,0 - 3,ARS,Home,35,FWD,27,Very difficult,469,0,,2.7%
Ruddy,90,0,0,0,3,0,0,0,0,0,3,0,5,3,2,NOR,2 - 3,LIV,Home,35,GKP,22,Difficult,297,0,,4.7%
Martin,90,0,0,0,3,0,0,0,0,0,0,0,-1,3,1,NOR,2 - 3,LIV,Home,35,DEF,22,Difficult,300,0,,0.2%
Whittaker,90,0,1,0,3,0,0,0,0,0,0,0,7,4,4,NOR,2 - 3,LIV,Home,35,DEF,22,Difficult,304,0,,13.8%
Turner,90,0,0,0,3,0,0,0,1,0,0,0,2,0,0,NOR,2 - 3,LIV,Home,35,DEF,22,Difficult,305,0,,0.6%
Olsson,90,0,1,0,3,0,0,0,0,0,0,0,17,5,4,NOR,2 - 3,LIV,Home,35,DEF,22,Difficult,308,0,,2.3%
Johnson,90,0,0,0,3,0,0,0,0,0,0,0,9,2,2,NOR,2 - 3,LIV,Home,35,MID,22,Difficult,312,0,,1.1%
Howson,90,0,0,0,3,0,0,0,1,0,0,0,9,1,1,NOR,2 - 3,LIV,Home,35,MID,22,Difficult,315,0,,0.3%
Snodgrass,90,1,0,0,3,0,0,0,1,0,0,0,38,6,6,NOR,2 - 3,LIV,Home,35,MID,22,Difficult,316,2,-2,3.9%
Redmond,90,0,0,0,3,0,0,0,0,0,0,0,14,2,2,NOR,2 - 3,LIV,Home,35,MID,22,Difficult,318,0,,1.7%
Fer,77,0,0,0,3,0,0,0,0,0,0,0,4,5,2,NOR,2 - 3,LIV,Home,35,MID,22,Difficult,498,0,,0.7%
Murphy,13,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NOR,2 - 3,LIV,Home,35,MID,22,Difficult,590,0,,0.0%
v. Wolfswinkel,13,0,0,0,0,0,0,0,0,0,0,0,7,0,1,NOR,2 - 3,LIV,Home,35,FWD,22,Difficult,320,0,,1.3%
Hooper,77,1,0,0,3,0,0,0,0,0,0,1,19,9,7,NOR,2 - 3,LIV,Home,35,FWD,22,Difficult,515,0,1,0.9%
Foster,90,0,0,0,3,0,0,0,0,0,3,0,5,3,2,WBA,1 - 3,MCI,Away,35,GKP,32,Extremely difficult,451,0,,1.8%
Olsson,90,0,0,0,3,0,0,0,0,0,0,0,11,3,1,WBA,1 - 3,MCI,Away,35,DEF,32,Extremely difficult,454,0,,0.6%
Jones,90,0,0,0,3,0,0,0,0,0,0,0,6,4,1,WBA,1 - 3,MCI,Away,35,DEF,32,Extremely difficult,455,0,,0.1%
Dawson,90,0,0,0,3,0,0,0,1,0,0,0,10,1,0,WBA,1 - 3,MCI,Away,35,DEF,32,Extremely difficult,457,0,,0.9%
Ridgewell,90,0,0,0,3,0,0,0,0,0,0,0,8,3,1,WBA,1 - 3,MCI,Away,35,DEF,32,Extremely difficult,458,0,,1.3%
Sessegnon,75,0,0,0,3,0,0,0,0,0,0,0,-5,0,2,WBA,1 - 3,MCI,Away,35,MID,32,Extremely difficult,383,0,,1.5%
Dorrans,90,1,0,0,3,0,0,0,0,0,0,3,24,12,10,WBA,1 - 3,MCI,Away,35,MID,32,Extremely difficult,461,0,3,0.1%
Morrison,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,WBA,1 - 3,MCI,Away,35,MID,32,Extremely difficult,463,0,,1.5%
Mulumbu,83,0,0,0,3,0,0,0,0,0,0,0,5,7,2,WBA,1 - 3,MCI,Away,35,MID,32,Extremely difficult,464,0,,0.4%
Brunt,90,0,0,0,3,0,0,0,0,0,0,0,8,2,2,WBA,1 - 3,MCI,Away,35,MID,32,Extremely difficult,465,0,,0.2%
Amalfitano,90,0,0,0,3,0,0,0,0,0,0,0,11,0,2,WBA,1 - 3,MCI,Away,35,MID,32,Extremely difficult,579,0,,1.9%
Anichebe,31,0,0,0,0,0,0,0,0,0,0,0,1,1,1,WBA,1 - 3,MCI,Away,35,FWD,32,Extremely difficult,141,0,,0.8%
Vydra,59,0,1,0,3,0,0,0,0,0,0,0,9,3,4,WBA,1 - 3,MCI,Away,35,FWD,32,Extremely difficult,538,0,,0.2%
Berahino,15,0,0,0,0,0,0,0,0,0,0,0,-3,1,1,WBA,1 - 3,MCI,Away,35,FWD,32,Extremely difficult,542,0,,2.0%
Hart,90,0,0,0,1,0,0,0,0,0,2,0,14,3,2,MCI,3 - 1,WBA,Home,35,GKP,5,Favourable,217,0,,7.1%
Kolarov,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,MCI,3 - 1,WBA,Home,35,DEF,5,Favourable,220,0,,4.8%
Zabaleta,90,1,0,0,1,0,0,0,0,0,0,0,34,8,8,MCI,3 - 1,WBA,Home,35,DEF,5,Favourable,222,2,-2,24.8%
Kompany,90,0,1,0,1,0,0,0,0,0,0,1,24,10,6,MCI,3 - 1,WBA,Home,35,DEF,5,Favourable,224,0,1,4.9%
Clichy,90,0,0,0,1,0,0,0,0,0,0,0,18,6,2,MCI,3 - 1,WBA,Home,35,DEF,5,Favourable,225,0,,2.2%
Demichelis,90,1,0,0,1,0,0,0,1,0,0,0,32,8,7,MCI,3 - 1,WBA,Home,35,DEF,5,Favourable,563,1,-1,1.4%
Nasri,90,0,0,0,1,0,0,0,0,0,0,0,19,5,2,MCI,3 - 1,WBA,Home,35,MID,5,Favourable,230,0,,8.5%
Silva,69,0,0,0,1,0,0,0,0,0,0,0,16,3,2,MCI,3 - 1,WBA,Home,35,MID,5,Favourable,231,0,,10.3%
Milner,21,0,0,0,0,0,0,0,0,0,0,0,10,1,1,MCI,3 - 1,WBA,Home,35,MID,5,Favourable,234,0,,0.7%
Javi García,90,0,0,0,1,0,0,0,0,0,0,0,19,5,2,MCI,3 - 1,WBA,Home,35,MID,5,Favourable,237,0,,0.2%
Fernandinho,90,0,0,0,1,0,0,0,0,0,0,0,13,6,2,MCI,3 - 1,WBA,Home,35,MID,5,Favourable,239,0,,1.6%
Dzeko,88,0,0,0,1,0,0,0,0,0,0,0,13,2,2,MCI,3 - 1,WBA,Home,35,FWD,5,Favourable,240,0,,14.6%
Agüero,63,1,1,0,1,0,0,0,0,0,0,3,40,12,12,MCI,3 - 1,WBA,Home,35,FWD,5,Favourable,241,3,0,14.8%
Jovetic,27,0,0,0,0,0,0,0,0,0,0,0,3,1,1,MCI,3 - 1,WBA,Home,35,FWD,5,Favourable,503,0,,0.3%
Harper,90,0,0,0,2,0,0,0,0,0,1,0,7,3,1,HUL,2 - 2,FUL,Away,36,GKP,5,Favourable,506,0,,7.6%
Rosenior,81,0,0,0,2,0,0,0,0,0,0,0,7,3,1,HUL,2 - 2,FUL,Away,36,DEF,5,Favourable,171,0,,4.2%
Chester,90,0,0,0,2,0,0,0,0,0,0,0,9,7,1,HUL,2 - 2,FUL,Away,36,DEF,5,Favourable,172,0,,4.7%
Bruce,66,0,0,0,2,0,0,0,0,0,0,0,4,2,1,HUL,2 - 2,FUL,Away,36,DEF,5,Favourable,177,0,,1.5%
Davies,90,0,0,0,2,0,0,0,0,0,0,0,7,5,1,HUL,2 - 2,FUL,Away,36,DEF,5,Favourable,179,0,,4.8%
Meyler,81,0,0,0,2,0,0,0,0,0,0,0,8,3,2,HUL,2 - 2,FUL,Away,36,MID,5,Favourable,184,0,,0.3%
Elmohamady,90,0,0,0,2,0,0,0,1,0,0,0,18,5,1,HUL,2 - 2,FUL,Away,36,MID,5,Favourable,185,0,,0.7%
Boyd,9,0,0,0,0,0,0,0,0,0,0,0,1,1,1,HUL,2 - 2,FUL,Away,36,MID,5,Favourable,186,0,,0.1%
Huddlestone,90,0,0,0,2,0,0,0,0,0,0,0,9,6,2,HUL,2 - 2,FUL,Away,36,MID,5,Favourable,436,0,,4.2%
Livermore,90,0,0,0,2,0,0,0,1,0,0,0,8,2,1,HUL,2 - 2,FUL,Away,36,MID,5,Favourable,437,0,,4.0%
Jelavic,90,1,0,0,2,0,0,0,1,0,0,2,26,8,7,HUL,2 - 2,FUL,Away,36,FWD,5,Favourable,142,0,2,1.3%
Aluko,24,0,1,0,0,0,0,0,0,0,0,0,8,5,4,HUL,2 - 2,FUL,Away,36,FWD,5,Favourable,187,0,,0.6%
Long,90,1,0,0,2,0,0,0,0,0,0,3,37,10,9,HUL,2 - 2,FUL,Away,36,FWD,5,Favourable,469,3,0,2.7%
Sagbo,9,0,0,0,0,0,0,0,0,0,0,0,1,1,1,HUL,2 - 2,FUL,Away,36,FWD,5,Favourable,527,0,,0.5%
Ruddy,90,0,0,0,4,0,0,0,0,0,7,0,8,5,2,NOR,0 - 4,MUN,Away,36,GKP,27,Very difficult,297,0,,4.5%
Martin,90,0,0,0,4,0,0,0,0,0,0,0,6,5,0,NOR,0 - 4,MUN,Away,36,DEF,27,Very difficult,300,0,,0.2%
Whittaker,90,0,0,0,4,0,0,0,0,0,0,0,10,3,0,NOR,0 - 4,MUN,Away,36,DEF,27,Very difficult,304,0,,13.8%
Turner,90,0,0,0,4,0,0,0,0,0,0,0,6,4,0,NOR,0 - 4,MUN,Away,36,DEF,27,Very difficult,305,0,,0.6%
Olsson,90,0,0,0,4,0,0,0,0,0,0,0,10,4,0,NOR,0 - 4,MUN,Away,36,DEF,27,Very difficult,308,0,,2.2%
Johnson,90,0,0,0,4,0,0,0,0,0,0,0,2,2,2,NOR,0 - 4,MUN,Away,36,MID,27,Very difficult,312,0,,1.1%
Howson,90,0,0,0,4,0,0,0,1,0,0,0,4,4,1,NOR,0 - 4,MUN,Away,36,MID,27,Very difficult,315,0,,0.3%
Snodgrass,90,0,0,0,4,0,0,0,0,0,0,0,12,4,2,NOR,0 - 4,MUN,Away,36,MID,27,Very difficult,316,0,,3.8%
Tettey,11,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NOR,0 - 4,MUN,Away,36,MID,27,Very difficult,317,0,,0.3%
Redmond,68,0,0,0,3,0,0,0,0,0,0,0,9,1,2,NOR,0 - 4,MUN,Away,36,MID,27,Very difficult,318,0,,1.7%
Fer,79,0,0,0,4,0,0,0,0,0,0,0,4,4,2,NOR,0 - 4,MUN,Away,36,MID,27,Very difficult,498,0,,0.7%
v. Wolfswinkel,56,0,0,0,2,0,0,0,0,0,0,0,1,0,1,NOR,0 - 4,MUN,Away,36,FWD,27,Very difficult,320,0,,1.3%
Hooper,22,0,0,0,1,0,0,0,0,0,0,0,1,1,1,NOR,0 - 4,MUN,Away,36,FWD,27,Very difficult,515,0,,0.9%
Elmander,34,0,0,0,2,0,0,0,0,0,0,0,-1,2,1,NOR,0 - 4,MUN,Away,36,FWD,27,Very difficult,552,0,,0.1%
Howard,90,0,0,0,2,0,0,0,0,0,4,0,6,4,2,EVE,0 - 2,SOU,Away,36,GKP,17,Difficult,121,0,,9.0%
Baines,89,0,0,0,2,0,0,0,0,0,0,0,8,4,1,EVE,0 - 2,SOU,Away,36,DEF,17,Difficult,127,0,,16.1%
Coleman,90,0,0,0,2,1,0,0,0,0,0,0,10,1,-1,EVE,0 - 2,SOU,Away,36,DEF,17,Difficult,130,0,,39.4%
Alcaraz,90,0,0,0,2,1,0,0,0,0,0,0,5,5,-1,EVE,0 - 2,SOU,Away,36,DEF,17,Difficult,131,0,,0.1%
Stones,90,0,0,0,2,0,0,0,0,0,0,0,13,5,1,EVE,0 - 2,SOU,Away,36,DEF,17,Difficult,524,0,,1.7%
Garbutt,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,EVE,0 - 2,SOU,Away,36,DEF,17,Difficult,638,0,,0.0%
Osman,45,0,0,0,0,0,0,0,1,0,0,0,5,0,0,EVE,0 - 2,SOU,Away,36,MID,17,Difficult,132,0,,1.6%
Barkley,45,0,0,0,2,0,0,0,0,0,0,0,2,0,1,EVE,0 - 2,SOU,Away,36,MID,17,Difficult,135,0,,20.1%
Barry,90,0,0,0,2,0,0,0,1,0,0,0,8,1,1,EVE,0 - 2,SOU,Away,36,MID,17,Difficult,233,0,,1.1%
McCarthy,90,0,0,0,2,0,0,0,0,0,0,0,9,4,2,EVE,0 - 2,SOU,Away,36,MID,17,Difficult,577,0,,0.3%
McGeady,33,0,0,0,0,0,0,0,0,0,0,0,4,1,1,EVE,0 - 2,SOU,Away,36,MID,17,Difficult,625,0,,0.1%
Lukaku,90,0,0,0,2,0,0,0,0,0,0,0,3,1,2,EVE,0 - 2,SOU,Away,36,FWD,17,Difficult,101,0,,21.4%
Naismith,90,0,0,0,2,0,0,0,0,0,0,0,5,1,2,EVE,0 - 2,SOU,Away,36,FWD,17,Difficult,143,0,,2.4%
Deulofeu,57,0,0,0,2,0,0,0,0,0,0,0,11,-1,1,EVE,0 - 2,SOU,Away,36,FWD,17,Difficult,145,0,,0.7%
Lloris,90,0,0,1,0,0,0,0,0,0,3,3,16,8,10,TOT,1 - 0,STK,Away,36,GKP,17,Difficult,423,0,3,5.6%
Dawson,90,0,0,1,0,0,0,0,0,0,0,0,20,6,6,TOT,1 - 0,STK,Away,36,DEF,17,Difficult,424,0,,7.5%
Kaboul,90,0,0,1,0,0,0,0,0,0,0,3,15,8,9,TOT,1 - 0,STK,Away,36,DEF,17,Difficult,426,0,3,0.5%
Naughton,90,0,0,1,0,0,0,0,1,0,0,0,19,7,5,TOT,1 - 0,STK,Away,36,DEF,17,Difficult,428,0,,0.7%
Fryers,22,0,0,0,0,0,0,0,0,0,0,0,6,2,1,TOT,1 - 0,STK,Away,36,DEF,17,Difficult,588,0,,0.1%
Lennon,77,0,0,1,0,0,0,0,0,0,0,0,13,2,3,TOT,1 - 0,STK,Away,36,MID,17,Difficult,434,0,,1.3%
Rose,68,1,0,1,0,0,0,0,1,0,0,3,31,8,10,TOT,1 - 0,STK,Away,36,MID,17,Difficult,441,3,0,0.4%
Sigurdsson,18,0,0,0,0,0,0,0,0,0,0,0,0,2,1,TOT,1 - 0,STK,Away,36,MID,17,Difficult,442,0,,2.5%
Paulinho,90,0,0,1,0,0,0,0,0,0,0,0,21,1,3,TOT,1 - 0,STK,Away,36,MID,17,Difficult,445,1,-1,5.0%
Townsend,13,0,0,0,0,0,0,0,0,0,0,0,3,1,1,TOT,1 - 0,STK,Away,36,MID,17,Difficult,446,0,,1.6%
Chadli,72,0,0,1,0,0,0,0,0,0,0,0,9,2,3,TOT,1 - 0,STK,Away,36,MID,17,Difficult,514,0,,0.2%
Eriksen,90,0,0,1,0,0,0,0,0,0,0,0,13,5,3,TOT,1 - 0,STK,Away,36,MID,17,Difficult,561,0,,12.3%
Adebayor,90,0,1,1,0,0,0,0,0,0,0,0,28,7,5,TOT,1 - 0,STK,Away,36,FWD,17,Difficult,447,2,-2,5.3%
Kane,90,0,0,1,0,0,0,0,0,0,0,0,20,1,2,TOT,1 - 0,STK,Away,36,FWD,17,Difficult,449,0,,0.6%
Guzan,90,0,0,0,4,0,0,0,0,0,4,0,7,4,1,AVL,1 - 4,SWA,Away,36,GKP,9,Average,26,0,,4.2%
Baker,90,0,0,0,4,0,0,0,1,0,0,0,1,-1,-1,AVL,1 - 4,SWA,Away,36,DEF,9,Average,27,0,,9.6%
Lowton,45,0,0,0,2,0,0,0,0,0,0,0,3,1,0,AVL,1 - 4,SWA,Away,36,DEF,9,Average,30,0,,0.8%
Vlaar,90,0,0,0,4,0,0,0,0,0,0,0,4,5,0,AVL,1 - 4,SWA,Away,36,DEF,9,Average,31,0,,3.2%
Bertrand,90,0,0,0,4,0,0,0,0,0,0,0,9,2,0,AVL,1 - 4,SWA,Away,36,DEF,9,Average,81,0,,0.4%
Delph,90,0,0,0,4,0,0,0,0,0,0,0,1,5,2,AVL,1 - 4,SWA,Away,36,MID,9,Average,37,0,,3.1%
Albrighton,90,0,1,0,4,0,0,0,1,0,0,0,10,5,4,AVL,1 - 4,SWA,Away,36,MID,9,Average,38,0,,0.1%
El Ahmadi,74,0,0,0,3,0,0,0,0,0,0,0,6,3,2,AVL,1 - 4,SWA,Away,36,MID,9,Average,43,0,,1.6%
Westwood,90,0,0,0,4,0,0,0,1,0,0,0,12,3,1,AVL,1 - 4,SWA,Away,36,MID,9,Average,44,0,,0.3%
Bacuna,45,0,0,0,2,0,0,0,0,0,0,0,3,1,1,AVL,1 - 4,SWA,Away,36,MID,9,Average,46,0,,4.4%
Agbonlahor,90,1,0,0,4,0,0,0,0,0,0,1,22,11,7,AVL,1 - 4,SWA,Away,36,FWD,9,Average,50,0,1,1.1%
Weimann,66,0,0,0,2,0,0,0,0,0,0,0,10,4,2,AVL,1 - 4,SWA,Away,36,FWD,9,Average,51,0,,1.5%
Robinson,24,0,0,0,2,0,0,0,0,0,0,0,3,1,1,AVL,1 - 4,SWA,Away,36,FWD,9,Average,598,0,,0.0%
Holt,16,0,0,0,1,0,0,0,0,0,0,0,0,0,1,AVL,1 - 4,SWA,Away,36,FWD,9,Average,627,0,,0.0%
Adrián,90,0,0,0,1,0,0,0,0,0,5,0,8,4,3,WHU,0 - 1,WBA,Away,36,GKP,7,Favourable,474,0,,3.2%
Collins,58,0,0,0,0,0,0,0,1,0,0,0,9,2,0,WHU,0 - 1,WBA,Away,36,DEF,7,Favourable,475,0,,4.3%
Reid,90,0,0,0,1,0,0,0,0,0,0,0,2,2,2,WHU,0 - 1,WBA,Away,36,DEF,7,Favourable,477,0,,1.7%
Demel,90,0,0,0,1,0,0,0,0,0,0,0,15,5,2,WHU,0 - 1,WBA,Away,36,DEF,7,Favourable,478,0,,2.3%
Tomkins,32,0,0,0,1,0,0,0,0,0,0,0,1,1,1,WHU,0 - 1,WBA,Away,36,DEF,7,Favourable,480,0,,0.3%
McCartney,90,0,0,0,1,0,0,0,0,0,0,0,8,4,2,WHU,0 - 1,WBA,Away,36,DEF,7,Favourable,481,0,,0.8%
Downing,66,0,0,0,1,0,0,0,0,0,0,0,9,3,2,WHU,0 - 1,WBA,Away,36,MID,7,Favourable,202,0,,0.8%
Joe Cole,24,0,0,0,0,0,0,0,0,0,0,0,1,1,1,WHU,0 - 1,WBA,Away,36,MID,7,Favourable,484,0,,1.6%
Noble,90,0,0,0,1,0,0,0,0,0,0,0,4,4,2,WHU,0 - 1,WBA,Away,36,MID,7,Favourable,487,0,,2.1%
Nolan,90,0,0,0,1,0,0,0,0,0,0,0,-1,2,2,WHU,0 - 1,WBA,Away,36,MID,7,Favourable,489,0,,10.1%
Diamé,90,0,0,0,1,0,0,0,0,0,0,0,4,1,2,WHU,0 - 1,WBA,Away,36,MID,7,Favourable,490,0,,1.5%
Jarvis,78,0,0,0,1,0,0,0,0,0,0,0,8,3,2,WHU,0 - 1,WBA,Away,36,MID,7,Favourable,492,0,,1.1%
Carroll,90,0,0,0,1,0,0,0,0,0,0,0,5,-1,2,WHU,0 - 1,WBA,Away,36,FWD,7,Favourable,493,0,,0.5%
Cole,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,WHU,0 - 1,WBA,Away,36,FWD,7,Favourable,592,0,,0.3%
Stockdale,90,0,0,0,2,0,0,0,0,0,3,0,9,4,2,FUL,2 - 2,HUL,Home,36,GKP,1,Very favourable,146,0,,0.6%
Heitinga,90,0,0,0,2,0,0,0,0,0,0,0,6,4,1,FUL,2 - 2,HUL,Home,36,DEF,1,Very favourable,124,0,,0.4%
Hangeland,90,0,0,0,2,0,0,0,0,0,0,0,6,6,1,FUL,2 - 2,HUL,Home,36,DEF,1,Very favourable,152,0,,1.8%
Riise,45,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,FUL,2 - 2,HUL,Home,36,DEF,1,Very favourable,153,0,,0.8%
Riether,90,0,0,0,2,0,0,0,0,0,0,0,11,5,1,FUL,2 - 2,HUL,Home,36,DEF,1,Very favourable,154,0,,0.9%
Amorebieta,90,1,0,0,2,0,0,0,0,0,0,2,28,8,9,FUL,2 - 2,HUL,Home,36,DEF,1,Very favourable,156,1,1,0.2%
Sidwell,52,0,0,0,0,0,0,0,0,0,0,0,5,1,1,FUL,2 - 2,HUL,Home,36,MID,1,Very favourable,157,0,,6.4%
Richardson,45,0,1,0,2,0,0,0,0,0,0,0,12,4,4,FUL,2 - 2,HUL,Home,36,MID,1,Very favourable,162,0,,0.3%
Dejagah,45,1,0,0,2,0,0,0,0,0,0,0,32,5,6,FUL,2 - 2,HUL,Home,36,MID,1,Very favourable,163,2,-2,0.1%
Parker,90,0,0,0,2,0,0,0,0,0,0,0,7,4,2,FUL,2 - 2,HUL,Home,36,MID,1,Very favourable,438,0,,1.7%
Holtby,45,0,0,0,0,0,0,0,0,0,0,0,5,0,1,FUL,2 - 2,HUL,Home,36,MID,1,Very favourable,443,0,,0.3%
Diarra,90,0,0,0,2,0,0,0,1,0,0,0,2,3,1,FUL,2 - 2,HUL,Home,36,MID,1,Very favourable,671,0,,0.0%
Bent,38,0,0,0,2,0,0,0,0,0,0,0,-2,0,1,FUL,2 - 2,HUL,Home,36,FWD,1,Very favourable,48,0,,0.9%
Rodallega,90,0,1,0,2,0,0,0,0,0,0,0,8,5,5,FUL,2 - 2,HUL,Home,36,FWD,1,Very favourable,167,0,,0.3%
De Gea,90,0,0,1,0,0,0,0,0,0,2,0,15,6,6,MUN,4 - 0,NOR,Home,36,GKP,2,Very favourable,242,0,,9.9%
Jones,90,0,1,1,0,0,0,0,0,0,0,1,27,11,10,MUN,4 - 0,NOR,Home,36,DEF,2,Very favourable,245,0,1,2.2%
Vidic,90,0,0,1,0,0,0,0,0,0,0,0,11,10,6,MUN,4 - 0,NOR,Home,36,DEF,2,Very favourable,247,0,,4.5%
Ferdinand,90,0,0,1,0,0,0,0,0,0,0,0,14,10,6,MUN,4 - 0,NOR,Home,36,DEF,2,Very favourable,248,0,,2.1%
