Name,MP ,GS ,A ,CS ,GC ,OG ,PS ,PM ,YC ,RC ,S ,B ,ESP ,BPS ,TP ,Team,Score,Opponent,H/A,GW,Pos,Difficulty rank,Difficulty desc,PID,B (PPI),B +/-,Own%
Begovic,90,0,0,0,1,0,0,0,0,0,10,0,11,6,5,STK,0 - 1,LIV,Away,1,GKP,25,Very difficult,345,0,,10.8%
Jelavic,81,0,1,0,2,0,0,0,0,0,0,0,20,5,5,EVE,2 - 2,NOR,Away,1,FWD,13,Average,142,0,,2.1%
Duff,90,0,1,1,0,0,0,0,1,0,0,0,26,5,5,FUL,1 - 0,SUN,Away,1,MID,10,Average,158,2,-2,1.6%
Hernández,45,0,1,0,2,0,0,0,0,0,0,1,11,7,5,SWA,1 - 4,MUN,Home,1,MID,29,Very difficult,413,0,1,2.3%
Bony,45,1,0,0,2,0,0,0,0,0,0,0,10,6,5,SWA,1 - 4,MUN,Home,1,FWD,29,Very difficult,420,0,,11.5%
Torres,75,0,1,1,0,0,0,0,0,0,0,0,18,5,5,CHE,2 - 0,HUL,Home,1,FWD,1,Very favourable,99,0,,4.0%
Agger,90,0,0,1,0,0,0,0,0,0,0,0,13,6,6,LIV,1 - 0,STK,Home,1,DEF,4,Very favourable,196,0,,5.5%
José Enrique,90,0,0,1,0,0,0,0,0,0,0,0,21,7,6,LIV,1 - 0,STK,Home,1,DEF,4,Very favourable,197,0,,6.2%
Sturridge,90,1,0,1,0,0,0,0,0,0,0,0,35,7,6,LIV,1 - 0,STK,Home,1,FWD,4,Very favourable,213,3,-3,14.3%
v. Wolfswinkel,90,1,0,0,2,0,0,0,0,0,0,0,24,7,6,NOR,2 - 2,EVE,Home,1,FWD,15,Difficult,320,0,,4.7%
Stekelenburg,76,0,0,1,0,0,0,0,0,0,2,0,12,6,6,FUL,1 - 0,SUN,Away,1,GKP,10,Average,148,0,,3.9%
Briggs,70,0,0,1,0,0,0,0,0,0,0,0,11,6,6,FUL,1 - 0,SUN,Away,1,DEF,10,Average,149,0,,1.2%
Riether,90,0,0,1,0,0,0,0,0,0,0,0,16,6,6,FUL,1 - 0,SUN,Away,1,DEF,10,Average,154,0,,2.5%
Giggs,62,0,1,1,0,0,0,0,0,0,0,0,17,4,6,MUN,4 - 1,SWA,Away,1,MID,11,Average,256,0,,1.6%
Boruc,90,0,0,1,0,0,0,0,0,0,1,0,13,7,6,SOU,1 - 0,WBA,Away,1,GKP,14,Difficult,323,0,,10.0%
Fonte,90,0,0,1,0,0,0,0,0,0,0,0,21,8,6,SOU,1 - 0,WBA,Away,1,DEF,14,Difficult,326,0,,1.0%
Chambers,90,0,0,1,0,0,0,0,0,0,0,0,17,7,6,SOU,1 - 0,WBA,Away,1,DEF,14,Difficult,516,0,,1.0%
Jääskeläinen,90,0,0,1,0,0,0,0,0,0,1,0,14,6,6,WHU,2 - 0,CAR,Home,1,GKP,1,Very favourable,472,0,,6.7%
Collins,90,0,0,1,0,0,0,0,0,0,0,0,10,6,6,WHU,2 - 0,CAR,Home,1,DEF,1,Very favourable,475,0,,4.1%
Demel,90,0,0,1,0,0,0,0,0,0,0,0,17,6,6,WHU,2 - 0,CAR,Home,1,DEF,1,Very favourable,478,0,,0.4%
Noble,90,0,1,1,0,0,0,0,0,0,0,0,21,4,6,WHU,2 - 0,CAR,Home,1,MID,1,Very favourable,487,0,,1.5%
Jarvis,71,0,1,1,0,0,0,0,0,0,0,0,21,5,6,WHU,2 - 0,CAR,Home,1,MID,1,Very favourable,492,0,,1.8%
Cech,90,0,0,1,0,0,0,0,0,0,2,0,15,7,6,CHE,2 - 0,HUL,Home,1,GKP,1,Very favourable,77,0,,16.3%
Ivanovic,90,0,0,1,0,0,0,0,0,0,0,0,13,7,6,CHE,2 - 0,HUL,Home,1,DEF,1,Very favourable,83,0,,29.8%
Lampard,90,1,0,1,0,0,0,1,0,0,0,0,62,7,6,CHE,2 - 0,HUL,Home,1,MID,1,Very favourable,89,3,-3,11.5%
De Bruyne,67,0,1,1,0,0,0,0,0,0,0,0,10,7,6,CHE,2 - 0,HUL,Home,1,MID,1,Very favourable,497,0,,2.1%
Walker,90,0,0,1,0,0,0,0,0,0,0,0,23,6,6,TOT,1 - 0,CRY,Away,1,DEF,3,Very favourable,427,0,,11.4%
Lennon,90,0,1,1,0,0,0,0,0,0,0,0,25,7,6,TOT,1 - 0,CRY,Away,1,MID,3,Very favourable,434,2,-2,4.5%
Szczesny,90,0,0,0,3,0,1,0,1,0,3,1,4,7,7,ARS,1 - 3,AVL,Home,1,GKP,8,Favourable,2,0,1,4.7%
Clark,73,0,0,1,0,0,0,0,0,0,0,1,20,7,7,AVL,3 - 1,ARS,Away,1,DEF,28,Very difficult,28,0,1,1.7%
Luna,90,1,0,0,1,0,0,0,1,0,0,0,34,5,7,AVL,3 - 1,ARS,Away,1,DEF,28,Very difficult,34,2,-2,1.4%
Aspas,72,0,1,1,0,0,0,0,0,0,0,2,26,8,7,LIV,1 - 0,STK,Home,1,FWD,4,Very favourable,216,0,2,3.4%
Lambert,90,1,0,1,0,0,0,0,0,0,0,1,28,9,7,SOU,1 - 0,WBA,Away,1,FWD,14,Difficult,342,2,-1,21.6%
O'Brien,90,0,0,1,0,0,0,0,0,0,0,1,18,7,7,WHU,2 - 0,CAR,Home,1,DEF,1,Very favourable,476,0,1,3.2%
Reid,90,0,0,1,0,0,0,0,0,0,0,1,13,7,7,WHU,2 - 0,CAR,Home,1,DEF,1,Very favourable,477,0,1,3.4%
McGregor,90,0,0,0,2,0,1,0,0,0,4,0,6,7,7,HUL,0 - 2,CHE,Away,1,GKP,28,Very difficult,170,0,,1.9%
Lloris,90,0,0,1,0,0,0,0,0,0,3,0,16,8,7,TOT,1 - 0,CRY,Away,1,GKP,3,Very favourable,423,0,,5.9%
Dawson,90,0,0,1,0,0,0,0,0,0,0,1,11,9,7,TOT,1 - 0,CRY,Away,1,DEF,3,Very favourable,424,0,1,5.9%
Giroud,90,1,0,0,3,0,0,0,0,0,0,2,13,9,8,ARS,1 - 3,AVL,Home,1,FWD,8,Favourable,22,0,2,8.8%
Johnson,90,0,0,1,0,0,0,0,0,0,0,2,23,8,8,LIV,1 - 0,STK,Home,1,DEF,4,Very favourable,194,0,2,14.2%
Hughes,90,0,0,1,0,0,0,0,0,0,0,2,15,7,8,FUL,1 - 0,SUN,Away,1,DEF,10,Average,151,0,2,0.8%
Rooney,28,0,2,0,1,0,0,0,0,0,0,1,18,7,8,MUN,4 - 1,SWA,Away,1,FWD,11,Average,266,0,1,1.5%
Cahill,90,0,0,1,0,0,0,0,0,0,0,2,15,9,8,CHE,2 - 0,HUL,Home,1,DEF,1,Very favourable,79,0,2,5.9%
Terry,90,0,0,1,0,0,0,0,0,0,0,2,21,9,8,CHE,2 - 0,HUL,Home,1,DEF,1,Very favourable,82,1,1,5.3%
Cole,90,0,0,1,0,0,0,0,0,0,0,2,13,9,8,CHE,2 - 0,HUL,Home,1,DEF,1,Very favourable,84,0,2,6.9%
Vertonghen,90,0,0,1,0,0,0,0,0,0,0,2,15,10,8,TOT,1 - 0,CRY,Away,1,DEF,3,Very favourable,430,0,2,3.6%
Hangeland,90,0,0,1,0,0,0,0,0,0,0,3,16,8,9,FUL,1 - 0,SUN,Away,1,DEF,10,Average,152,0,3,3.7%
Lovren,90,0,0,1,0,0,0,0,0,0,0,3,14,10,9,SOU,1 - 0,WBA,Away,1,DEF,14,Difficult,330,0,3,1.6%
Soldado,83,1,0,1,0,0,0,0,0,0,0,3,31,13,9,TOT,1 - 0,CRY,Away,1,FWD,3,Very favourable,526,3,0,16.3%
Benteke,90,2,0,0,1,0,0,1,1,0,0,3,51,14,10,AVL,3 - 1,ARS,Away,1,FWD,28,Very difficult,53,3,0,28.5%
Barkley,93,1,0,0,2,0,0,0,0,0,0,3,28,12,10,EVE,2 - 2,NOR,Away,1,MID,13,Average,135,2,1,7.3%
Kasami,90,1,0,1,0,0,0,0,0,0,0,2,36,7,10,FUL,1 - 0,SUN,Away,1,MID,10,Average,159,3,-1,2.4%
Whittaker,90,1,1,0,2,0,0,0,0,0,0,1,28,10,11,NOR,2 - 2,EVE,Home,1,DEF,15,Difficult,304,2,-1,13.4%
Joe Cole,91,1,0,1,0,0,0,0,0,0,0,3,44,8,11,WHU,2 - 0,CAR,Home,1,MID,1,Very favourable,484,3,0,3.8%
Nolan,90,1,0,1,0,0,0,0,0,0,0,3,28,8,11,WHU,2 - 0,CAR,Home,1,MID,1,Very favourable,489,2,1,14.7%
Oscar,85,1,0,1,0,0,0,0,0,0,0,3,28,11,11,CHE,2 - 0,HUL,Home,1,MID,1,Very favourable,96,2,1,7.8%
Van Persie,86,2,0,0,1,0,0,0,0,0,0,2,61,17,12,MUN,4 - 1,SWA,Away,1,FWD,11,Average,264,3,-1,46.2%
Shaw,90,0,1,1,0,0,0,0,0,0,0,3,25,10,12,SOU,1 - 0,WBA,Away,1,DEF,14,Difficult,328,1,2,7.8%
Coleman,90,1,1,0,2,0,0,0,0,0,0,3,34,12,13,EVE,2 - 2,NOR,Away,1,DEF,13,Average,130,3,0,11.3%
Welbeck,90,2,0,0,1,0,0,0,0,0,0,3,61,20,13,MUN,4 - 1,SWA,Away,1,FWD,11,Average,267,3,0,4.6%
Mignolet,90,0,0,1,0,0,1,0,0,0,5,3,18,12,15,LIV,1 - 0,STK,Home,1,GKP,4,Very favourable,192,0,3,29.9%
Krul,90,0,0,0,4,0,0,0,0,0,7,0,7,4,2,NEW,0 - 4,MCI,Away,1,GKP,31,Extremely difficult,268,0,,2.3%
Steven Taylor,48,0,0,0,4,0,0,0,0,1,0,0,1,-2,-4,NEW,0 - 4,MCI,Away,1,DEF,31,Extremely difficult,272,0,,1.5%
Coloccini,90,0,0,0,4,0,0,0,0,0,0,0,3,4,0,NEW,0 - 4,MCI,Away,1,DEF,31,Extremely difficult,273,0,,2.3%
Debuchy,90,0,0,0,4,0,0,0,1,0,0,0,6,1,-1,NEW,0 - 4,MCI,Away,1,DEF,31,Extremely difficult,277,0,,1.0%
Yanga-Mbiwa,90,0,0,0,4,0,0,0,1,0,0,0,2,4,-1,NEW,0 - 4,MCI,Away,1,DEF,31,Extremely difficult,278,0,,1.2%
Dummett,41,0,0,0,2,0,0,0,0,0,0,0,0,1,0,NEW,0 - 4,MCI,Away,1,DEF,31,Extremely difficult,549,0,,0.0%
Tiote,90,0,0,0,4,0,0,0,0,0,0,0,10,5,2,NEW,0 - 4,MCI,Away,1,MID,31,Extremely difficult,281,0,,2.7%
Ben Arfa,65,0,0,0,3,0,0,0,0,0,0,0,0,1,2,NEW,0 - 4,MCI,Away,1,MID,31,Extremely difficult,282,0,,4.1%
Gutiérrez,44,0,0,0,2,0,0,0,0,0,0,0,2,0,1,NEW,0 - 4,MCI,Away,1,MID,31,Extremely difficult,286,0,,0.3%
Anita,46,0,0,0,2,0,0,0,0,0,0,0,0,1,1,NEW,0 - 4,MCI,Away,1,MID,31,Extremely difficult,290,0,,0.3%
Sissoko,90,0,0,0,4,0,0,0,1,0,0,0,6,1,1,NEW,0 - 4,MCI,Away,1,MID,31,Extremely difficult,291,0,,1.6%
Sammy Ameobi,25,0,0,0,1,0,0,0,0,0,0,0,0,-1,1,NEW,0 - 4,MCI,Away,1,FWD,31,Extremely difficult,293,0,,0.9%
Cissé,90,0,0,0,4,0,0,0,0,0,0,0,3,3,2,NEW,0 - 4,MCI,Away,1,FWD,31,Extremely difficult,294,0,,1.5%
Gouffran,45,0,0,0,2,0,0,0,0,0,0,0,2,1,1,NEW,0 - 4,MCI,Away,1,FWD,31,Extremely difficult,296,0,,0.2%
Hart,90,0,0,1,0,0,0,0,0,0,1,0,14,6,6,MCI,4 - 0,NEW,Home,1,GKP,6,Favourable,217,0,,12.8%
Zabaleta,90,0,1,1,0,0,0,0,0,0,0,1,22,11,10,MCI,4 - 0,NEW,Home,1,DEF,6,Favourable,222,0,1,22.4%
Lescott,90,0,0,1,0,0,0,0,0,0,0,1,15,11,7,MCI,4 - 0,NEW,Home,1,DEF,6,Favourable,223,0,1,2.7%
Kompany,71,0,0,1,0,0,0,0,0,0,0,0,12,9,6,MCI,4 - 0,NEW,Home,1,DEF,6,Favourable,224,0,,10.0%
Clichy,90,0,0,1,0,0,0,0,0,0,0,0,18,9,6,MCI,4 - 0,NEW,Home,1,DEF,6,Favourable,225,0,,5.2%
Nasri,28,1,0,0,0,0,0,0,0,0,0,0,0,9,6,MCI,4 - 0,NEW,Home,1,MID,6,Favourable,230,0,,0.9%
Silva,80,1,0,1,0,0,0,0,0,0,0,1,43,11,9,MCI,4 - 0,NEW,Home,1,MID,6,Favourable,231,3,-2,8.7%
Yaya Touré,90,1,0,1,0,0,0,0,0,0,0,2,33,12,10,MCI,4 - 0,NEW,Home,1,MID,6,Favourable,232,1,1,11.1%
Javi García,19,0,0,0,0,0,0,0,0,0,0,0,0,1,1,MCI,4 - 0,NEW,Home,1,MID,6,Favourable,237,0,,0.3%
Navas,90,0,0,1,0,0,0,0,0,0,0,0,18,6,3,MCI,4 - 0,NEW,Home,1,MID,6,Favourable,238,0,,6.3%
Fernandinho,90,0,0,1,0,0,0,0,1,0,0,0,15,4,2,MCI,4 - 0,NEW,Home,1,MID,6,Favourable,239,0,,2.2%
Dzeko,90,0,1,1,0,0,0,0,1,0,0,0,33,1,4,MCI,4 - 0,NEW,Home,1,FWD,6,Favourable,240,1,-1,11.7%
Agüero,62,1,1,1,0,0,0,0,0,0,0,3,43,13,12,MCI,4 - 0,NEW,Home,1,FWD,6,Favourable,241,3,0,7.6%
Negredo,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,MCI,4 - 0,NEW,Home,1,FWD,6,Favourable,502,0,,3.5%
Cech,90,0,0,0,1,0,0,0,0,0,2,0,15,2,2,CHE,2 - 1,AVL,Home,1.5,GKP,8,Favourable,77,0,,#REF!
Cahill,90,0,0,0,1,0,0,0,0,0,0,0,13,4,2,CHE,2 - 1,AVL,Home,1.5,DEF,8,Favourable,79,0,,#REF!
Terry,90,0,0,0,1,0,0,0,0,0,0,0,15,5,2,CHE,2 - 1,AVL,Home,1.5,DEF,8,Favourable,82,0,,#REF!
Ivanovic,90,1,0,0,1,0,0,0,1,0,0,2,33,8,9,CHE,2 - 1,AVL,Home,1.5,DEF,8,Favourable,83,3,-1,#REF!
Cole,90,0,0,0,1,0,0,0,0,0,0,0,14,3,2,CHE,2 - 1,AVL,Home,1.5,DEF,8,Favourable,84,0,,#REF!
Ramires,90,0,0,0,1,0,0,0,0,0,0,0,16,5,2,CHE,2 - 1,AVL,Home,1.5,MID,8,Favourable,88,0,,#REF!
Lampard,90,0,1,0,1,0,0,0,0,0,0,2,17,8,7,CHE,2 - 1,AVL,Home,1.5,MID,8,Favourable,89,1,1,#REF!
Mata,65,0,0,0,1,0,0,0,0,0,0,0,12,5,2,CHE,2 - 1,AVL,Home,1.5,MID,8,Favourable,92,0,,#REF!
Hazard,90,0,1,0,1,0,0,0,0,0,0,0,20,7,5,CHE,2 - 1,AVL,Home,1.5,MID,8,Favourable,94,2,-2,#REF!
Oscar,84,0,0,0,1,0,0,0,0,0,0,0,6,2,2,CHE,2 - 1,AVL,Home,1.5,MID,8,Favourable,96,0,,#REF!
Schürrle,25,0,0,0,0,0,0,0,0,0,0,0,0,1,1,CHE,2 - 1,AVL,Home,1.5,MID,8,Favourable,97,0,,#REF!
van Ginkel,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,CHE,2 - 1,AVL,Home,1.5,MID,8,Favourable,98,0,,#REF!
Ba,65,0,0,0,1,0,0,0,0,0,0,0,15,1,2,CHE,2 - 1,AVL,Home,1.5,FWD,8,Favourable,100,0,,#REF!
Lukaku,25,0,0,0,0,0,0,0,0,0,0,0,0,1,1,CHE,2 - 1,AVL,Home,1.5,FWD,8,Favourable,101,0,,#REF!
Guzan,90,0,0,0,2,0,0,0,1,0,2,0,4,2,0,AVL,1 - 2,CHE,Away,1.5,GKP,28,Very difficult,26,0,,#REF!
Clark,43,0,0,0,1,0,0,0,0,0,0,0,1,1,1,AVL,1 - 2,CHE,Away,1.5,DEF,28,Very difficult,28,0,,#REF!
Lowton,90,0,0,0,2,0,0,0,0,0,0,0,3,1,1,AVL,1 - 2,CHE,Away,1.5,DEF,28,Very difficult,30,0,,#REF!
Vlaar,90,0,0,0,2,0,0,0,0,0,0,0,5,4,1,AVL,1 - 2,CHE,Away,1.5,DEF,28,Very difficult,31,0,,#REF!
Okore,47,0,0,0,1,0,0,0,0,0,0,0,4,0,1,AVL,1 - 2,CHE,Away,1.5,DEF,28,Very difficult,33,0,,#REF!
Luna,90,0,0,0,2,1,0,0,0,0,0,0,8,-1,-1,AVL,1 - 2,CHE,Away,1.5,DEF,28,Very difficult,34,0,,#REF!
Delph,90,0,0,0,2,0,0,0,0,0,0,0,9,3,2,AVL,1 - 2,CHE,Away,1.5,MID,28,Very difficult,37,0,,#REF!
El Ahmadi,82,0,0,0,2,0,0,0,1,0,0,0,0,0,1,AVL,1 - 2,CHE,Away,1.5,MID,28,Very difficult,43,0,,#REF!
Westwood,90,0,0,0,2,0,0,0,1,0,0,0,2,2,1,AVL,1 - 2,CHE,Away,1.5,MID,28,Very difficult,44,0,,#REF!
Tonev,8,0,0,0,0,0,0,0,0,0,0,0,1,1,1,AVL,1 - 2,CHE,Away,1.5,MID,28,Very difficult,47,0,,#REF!
Agbonlahor,90,0,1,0,2,0,0,0,0,0,0,0,4,4,5,AVL,1 - 2,CHE,Away,1.5,FWD,28,Very difficult,50,0,,#REF!
Weimann,90,0,0,0,2,0,0,0,0,0,0,0,0,0,2,AVL,1 - 2,CHE,Away,1.5,FWD,28,Very difficult,51,0,,#REF!
Benteke,90,1,0,0,2,0,0,0,1,0,0,3,9,9,8,AVL,1 - 2,CHE,Away,1.5,FWD,28,Very difficult,53,0,3,#REF!
Podolski,81,2,0,0,1,0,0,0,0,0,0,3,51,19,13,ARS,3 - 1,FUL,Away,2,FWD,11,Average,21,3,0,3.4%
José Enrique,90,0,1,1,0,0,0,0,0,0,0,3,25,12,12,LIV,1 - 0,AVL,Away,2,DEF,7,Favourable,197,2,1,7.3%
Foster,78,0,0,1,0,0,0,0,0,0,7,3,11,9,11,WBA,0 - 0,EVE,Away,2,GKP,22,Difficult,451,0,3,4.4%
Brady,80,1,0,1,0,0,0,0,0,0,0,3,29,9,11,HUL,1 - 0,NOR,Home,2,MID,4,Very favourable,183,3,0,2.4%
Fonte,90,1,0,0,1,0,0,0,0,0,0,3,22,10,11,SOU,1 - 1,SUN,Home,2,DEF,5,Favourable,326,2,1,3.8%
Jagielka,90,0,0,1,0,0,0,0,0,0,0,3,7,9,9,EVE,0 - 0,WBA,Home,2,DEF,6,Favourable,125,0,3,16.6%
Baines,90,0,0,1,0,0,0,0,0,0,0,3,9,9,9,EVE,0 - 0,WBA,Home,2,DEF,6,Favourable,127,0,3,23.1%
Jones,90,0,0,1,0,0,0,0,0,0,0,3,12,9,9,WBA,0 - 0,EVE,Away,2,DEF,22,Difficult,455,0,3,0.2%
McGregor,90,0,0,1,0,0,0,0,0,0,4,2,18,8,9,HUL,1 - 0,NOR,Home,2,GKP,4,Very favourable,170,2,0,4.2%
Coloccini,90,0,0,1,0,0,0,0,0,0,0,3,4,9,9,NEW,0 - 0,WHU,Home,2,DEF,4,Very favourable,273,0,3,2.4%
Santon,90,0,0,1,0,0,0,0,0,0,0,3,3,9,9,NEW,0 - 0,WHU,Home,2,DEF,4,Very favourable,275,0,3,1.0%
Giaccherini,82,1,0,1,0,0,0,0,0,0,0,1,22,8,9,SUN,1 - 1,SOU,Away,2,MID,10,Average,499,2,-1,3.0%
Shawcross,90,1,0,0,1,0,0,0,1,0,0,2,33,9,9,STK,2 - 1,CRY,Home,2,DEF,1,Very favourable,348,2,0,11.7%
Chamakh,63,1,0,0,2,0,0,0,0,0,0,3,23,10,9,CRY,1 - 2,STK,Away,2,FWD,11,Average,23,1,2,3.7%
Touré,90,0,0,1,0,0,0,0,0,0,0,2,14,10,8,LIV,1 - 0,AVL,Away,2,DEF,7,Favourable,201,0,2,10.3%
Sturridge,90,1,0,1,0,0,0,0,0,0,0,2,34,10,8,LIV,1 - 0,AVL,Away,2,FWD,7,Favourable,213,3,-1,17.0%
Giroud,72,1,0,1,0,0,0,0,0,0,0,2,30,10,8,ARS,3 - 1,FUL,Away,2,FWD,11,Average,22,0,2,11.4%
Mignolet,90,0,0,1,0,0,0,0,0,0,3,0,15,7,7,LIV,1 - 0,AVL,Away,2,GKP,7,Favourable,192,0,,34.2%
Chester,90,0,0,1,0,0,0,0,0,0,0,1,17,7,7,HUL,1 - 0,NOR,Home,2,DEF,4,Very favourable,172,0,1,2.3%
Davies,90,0,0,1,0,0,0,0,0,0,0,1,9,7,7,HUL,1 - 0,NOR,Home,2,DEF,4,Very favourable,179,0,1,0.2%
Collins,90,0,0,1,0,0,0,0,0,0,0,1,13,8,7,WHU,0 - 0,NEW,Away,2,DEF,13,Average,475,1,0,5.4%
Huth,90,0,1,0,1,0,0,0,0,0,0,2,23,9,7,STK,2 - 1,CRY,Home,2,DEF,1,Very favourable,349,1,1,2.8%
Adam,74,1,0,0,1,0,0,0,0,0,0,0,46,6,7,STK,2 - 1,CRY,Home,2,MID,1,Very favourable,354,3,-3,0.6%
Agger,90,0,0,1,0,0,0,0,0,0,0,0,17,8,6,LIV,1 - 0,AVL,Away,2,DEF,7,Favourable,196,0,,5.7%
Howard,90,0,0,1,0,0,0,0,0,0,2,0,8,7,6,EVE,0 - 0,WBA,Home,2,GKP,6,Favourable,121,0,,3.6%
Distin,90,0,0,1,0,0,0,0,0,0,0,0,8,8,6,EVE,0 - 0,WBA,Home,2,DEF,6,Favourable,128,0,,4.6%
Coleman,90,0,0,1,0,0,0,0,0,0,0,0,24,4,6,EVE,0 - 0,WBA,Home,2,DEF,6,Favourable,130,3,-3,19.0%
Olsson,90,0,0,1,0,0,0,0,0,0,0,0,8,7,6,WBA,0 - 0,EVE,Away,2,DEF,22,Difficult,454,0,,1.0%
McAuley,90,0,0,1,0,0,0,0,0,0,0,0,8,6,6,WBA,0 - 0,EVE,Away,2,DEF,22,Difficult,456,0,,1.8%
Ridgewell,90,0,0,1,0,0,0,0,0,0,0,0,6,5,6,WBA,0 - 0,EVE,Away,2,DEF,22,Difficult,458,0,,0.6%
Bent,31,1,0,0,1,0,0,0,0,0,0,1,21,9,6,FUL,1 - 3,ARS,Home,2,FWD,28,Very difficult,48,0,1,2.5%
Figueroa,90,0,0,1,0,0,0,0,0,0,0,0,14,5,6,HUL,1 - 0,NOR,Home,2,DEF,4,Very favourable,178,0,,2.4%
Krul,90,0,0,1,0,0,0,0,0,0,1,0,8,7,6,NEW,0 - 0,WHU,Home,2,GKP,4,Very favourable,268,0,,2.6%
Debuchy,90,0,0,1,0,0,0,0,0,0,0,0,10,7,6,NEW,0 - 0,WHU,Home,2,DEF,4,Very favourable,277,0,,0.9%
Yanga-Mbiwa,90,0,0,1,0,0,0,0,0,0,0,0,2,6,6,NEW,0 - 0,WHU,Home,2,DEF,4,Very favourable,278,0,,1.2%
Jääskeläinen,90,0,0,1,0,0,0,0,0,0,0,0,6,7,6,WHU,0 - 0,NEW,Away,2,GKP,13,Average,472,0,,6.6%
Reid,90,0,0,1,0,0,0,0,0,0,0,0,6,4,6,WHU,0 - 0,NEW,Away,2,DEF,13,Average,477,0,,3.6%
Demel,90,0,0,1,0,0,0,0,0,0,0,0,12,6,6,WHU,0 - 0,NEW,Away,2,DEF,13,Average,478,0,,0.5%
Ward-Prowse,90,0,1,0,1,0,0,0,1,0,0,2,20,9,6,SOU,1 - 1,SUN,Home,2,MID,5,Favourable,338,0,2,1.2%
Johnson,90,0,0,1,0,0,0,0,1,0,0,0,10,8,5,LIV,1 - 0,AVL,Away,2,DEF,7,Favourable,194,0,,13.6%
Berbatov,90,0,1,0,3,0,0,0,0,0,0,0,15,5,5,FUL,1 - 3,ARS,Home,2,FWD,28,Very difficult,168,0,,8.4%
Walcott,90,0,1,0,1,0,0,0,0,0,0,0,39,6,5,ARS,3 - 1,FUL,Away,2,MID,11,Average,12,2,-2,15.3%
Cazorla,90,0,1,0,1,0,0,0,0,0,0,0,34,7,5,ARS,3 - 1,FUL,Away,2,MID,11,Average,18,1,-1,9.5%
O'Brien,90,0,0,1,0,0,0,0,1,0,0,0,5,5,5,WHU,0 - 0,NEW,Away,2,DEF,13,Average,476,0,,3.0%
Szczesny,90,0,0,0,1,0,0,0,0,0,6,0,19,5,4,ARS,3 - 1,FUL,Away,2,GKP,11,Average,2,0,,4.7%
Ramsey,90,0,1,0,1,0,0,0,1,0,0,0,21,6,4,ARS,3 - 1,FUL,Away,2,MID,11,Average,13,0,,4.9%
Larsson,90,0,1,0,1,0,0,0,1,0,0,0,13,3,4,SUN,1 - 1,SOU,Away,2,MID,10,Average,379,0,,2.2%
Walters,90,0,1,0,1,0,0,0,1,0,0,0,15,0,4,STK,2 - 1,CRY,Home,2,MID,1,Very favourable,359,0,,3.5%
Delaney,90,0,1,0,2,0,0,0,0,0,0,0,9,7,4,CRY,1 - 2,STK,Away,2,DEF,11,Average,107,0,,0.4%
Gerrard,90,0,0,1,0,0,0,0,0,0,0,0,23,5,3,LIV,1 - 0,AVL,Away,2,MID,7,Favourable,203,1,-1,7.8%
Henderson,90,0,0,1,0,0,0,0,0,0,0,0,15,4,3,LIV,1 - 0,AVL,Away,2,MID,7,Favourable,205,0,,1.1%
Coutinho,83,0,0,1,0,0,0,0,0,0,0,0,12,1,3,LIV,1 - 0,AVL,Away,2,MID,7,Favourable,209,0,,21.9%
Osman,90,0,0,1,0,0,0,0,0,0,0,0,7,3,3,EVE,0 - 0,WBA,Home,2,MID,6,Favourable,132,0,,2.3%
Fellaini,90,0,0,1,0,0,0,0,0,0,0,0,12,2,3,EVE,0 - 0,WBA,Home,2,MID,6,Favourable,133,0,,11.8%
Pienaar,90,0,0,1,0,0,0,0,0,0,0,0,21,3,3,EVE,0 - 0,WBA,Home,2,MID,6,Favourable,136,2,-2,4.9%
Mirallas,73,0,0,1,0,0,0,0,0,0,0,0,18,1,3,EVE,0 - 0,WBA,Home,2,MID,6,Favourable,138,1,-1,6.6%
Dorrans,90,0,0,1,0,0,0,0,0,0,0,0,7,3,3,WBA,0 - 0,EVE,Away,2,MID,22,Difficult,461,0,,0.2%
Morrison,90,0,0,1,0,0,0,0,0,0,0,0,9,4,3,WBA,0 - 0,EVE,Away,2,MID,22,Difficult,463,0,,5.5%
Yacob,90,0,0,1,0,0,0,0,0,0,0,0,9,3,3,WBA,0 - 0,EVE,Away,2,MID,22,Difficult,466,0,,1.2%
Rosicky,70,0,0,1,0,0,0,0,0,0,0,0,13,5,3,ARS,3 - 1,FUL,Away,2,MID,11,Average,14,0,,1.4%
Koren,84,0,0,1,0,0,0,0,0,0,0,0,18,5,3,HUL,1 - 0,NOR,Home,2,MID,4,Very favourable,181,2,-2,0.6%
Elmohamady,90,0,0,1,0,0,0,0,0,0,0,0,18,6,3,HUL,1 - 0,NOR,Home,2,MID,4,Very favourable,185,2,-2,0.4%
Huddlestone,90,0,0,1,0,0,0,0,0,0,0,0,16,4,3,HUL,1 - 0,NOR,Home,2,MID,4,Very favourable,436,0,,1.1%
Ben Arfa,90,0,0,1,0,0,0,0,0,0,0,0,-6,3,3,NEW,0 - 0,WHU,Home,2,MID,4,Very favourable,282,0,,4.3%
Marveaux,66,0,0,1,0,0,0,0,0,0,0,0,4,4,3,NEW,0 - 0,WHU,Home,2,MID,4,Very favourable,288,0,,0.3%
Anita,90,0,0,1,0,0,0,0,0,0,0,0,17,5,3,NEW,0 - 0,WHU,Home,2,MID,4,Very favourable,290,3,-3,0.4%
